tweet_id,created_at,date,month,year,hour,weekday,author,tweet_text_raw,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment,sentiment_conf
t01526,2010-09-14 23:20:00,2010-09-14,2010-09,2010,23,Tuesday,twitter,"Today we’re launching a new Twitter.com—a faster, easier, and richer way to discover what’s new in your world. #NewTwitter",197,3561,0.0018,0.0787,0.9195,0.9178,Positive,0.9195
t01527,2014-08-27 15:10:00,2014-08-27,2014-08,2014,15,Wednesday,barackobama,"""A climate for change: America should not wait while the world warms"" More from @washingtonpost: http://t.co/3v3lfyO1q8 #ActOnClimate",1021,586,0.0285,0.8641,0.1075,0.079,Neutral,0.8641
t01528,2016-12-11 14:47:00,2016-12-11,2016-12,2016,14,Sunday,ladygaga,"Good morning have a beautiful day everyone☀️try & do one kind thing, even small, for someone else. You'll find it does something for u 2.🐣🌱",29471,11549,0.0044,0.0169,0.9787,0.9743,Positive,0.9787
t01529,2016-01-04 16:01:00,2016-01-04,2016-01,2016,16,Monday,instagram,Altering French masterpieces with everyday goodies: https://t.co/JSLGABNlky https://t.co/VI8hEQs0K0,1894,503,0.0047,0.4961,0.4992,0.4945,Positive,0.4992
t01530,2015-06-15 13:54:00,2015-06-15,2015-06,2015,13,Monday,selenagomez,@Pantene ready?!? ❤️💜💙,10653,8668,0.0018,0.0259,0.9723,0.9706,Positive,0.9723
t01531,2016-11-22 01:30:00,2016-11-22,2016-11,2016,1,Tuesday,instagram,Featured submissions from this weekend’s hashtag project: #WHPfamilyfeast https://t.co/04PW1WrPlW https://t.co/eooInmAjLO,537,124,0.0042,0.8176,0.1782,0.174,Neutral,0.8176
t01532,2015-07-01 19:43:00,2015-07-01,2015-07,2015,19,Wednesday,arianagrande,love you more https://t.co/22NEQZyeCT,17819,7402,0.0061,0.036,0.9579,0.9519,Positive,0.9579
t01533,2012-09-26 17:36:00,2012-09-26,2012-09,2012,17,Wednesday,jtimberlake,"Now, THIS is cool... #RyderCup #I'makidinacandystore http://t.co/7WqAhYCT",1700,991,0.0027,0.026,0.9713,0.9686,Positive,0.9713
t01534,2014-11-26 21:56:00,2014-11-26,2014-11,2014,21,Wednesday,ladygaga,"Love a day with Tony, I always leave smiling, or ya know. Working it. 👄 http://t.co/SShVXBlQFw",4197,2796,0.0046,0.0115,0.9839,0.9792,Positive,0.9839
t01535,2016-01-30 21:06:00,2016-01-30,2016-01,2016,21,Saturday,theellenshow,In case you missed @Bobmosesmusic on my show. I can’t stop listening. https://t.co/fMBYHVFMl9,1856,242,0.0024,0.055,0.9426,0.9401,Positive,0.9426
t01536,2013-12-05 20:26:00,2013-12-05,2013-12,2013,20,Thursday,britneyspears,Funny story about that! RT @EmreAkn I love the whistle in the beginning. It gives me chills. And the lyrics are soo emotional :(,632,436,0.0076,0.0233,0.9691,0.9615,Positive,0.9691
t01537,2010-10-07 18:37:00,2010-10-07,2010-10,2010,18,Thursday,twitter,2 million views of #NewTwitter video! You all deserve a free download of the song. Get it here http://t.co/6qQkuTe thx to @freelancewhales!,285,422,0.0019,0.0328,0.9654,0.9635,Positive,0.9654
t01538,2015-04-29 16:11:00,2015-04-29,2015-04,2015,16,Wednesday,jtimberlake,Double UP! Happy Bday! @Sauza901 https://t.co/CZ0CPzuSkD,1621,548,0.003,0.0081,0.989,0.986,Positive,0.989
t01539,2016-07-18 01:41:00,2016-07-18,2016-07,2016,1,Monday,kimkardashian,hi doll! https://t.co/zjMFluYxpo,6687,473,0.004,0.0982,0.8978,0.8938,Positive,0.8978
t01540,2011-10-27 21:01:00,2011-10-27,2011-10,2011,21,Thursday,cristiano,Just finished watching Real Madrid beat Emporio Armani. Hala Madrid! http://t.co/0N4gimRI,205,579,0.0055,0.2664,0.7281,0.7227,Positive,0.7281
t01541,2012-02-21 01:26:00,2012-02-21,2012-02,2012,1,Tuesday,taylorswift13,"I'm gonna be on the Tonight Show with Jay Leno, well, tonight.",1497,3505,0.0025,0.5616,0.4358,0.4333,Neutral,0.5616
t01542,2016-03-21 15:06:00,2016-03-21,2016-03,2016,15,Monday,kimkardashian,My thoughts and prayers go out to Kim Tripp's friends and family! Rest in peace beautiful soul.,10500,1106,0.0384,0.0902,0.8714,0.8331,Positive,0.8714
t01543,2016-02-17 20:32:00,2016-02-17,2016-02,2016,20,Wednesday,arianagrande,"I can now cross ""tweet Rent lyrics"" off my list of campiest things I'll ever do",22625,9506,0.3097,0.4766,0.2137,-0.0961,Neutral,0.4766
t01544,2016-03-13 11:40:00,2016-03-13,2016-03,2016,11,Sunday,rihanna,Jacksonville thank you so much for making my opening night an unforgettable one!!! #SoldOwt #ANTIWORLDTOUR 🎈🔫⚓️ https://t.co/ngLqZtlAGs,31016,11521,0.0018,0.0106,0.9876,0.9858,Positive,0.9876
t01545,2014-04-07 14:19:00,2014-04-07,2014-04,2014,14,Monday,jimmyfallon,“@jwrkdg36: @jimmyfallon My kindergarten class made their own instruments and sang along with you! http://t.co/Q4ZQAewUrQ” that's awesome!!,3468,653,0.0018,0.0074,0.9908,0.989,Positive,0.9908
t01546,2015-07-13 15:22:00,2015-07-13,2015-07,2015,15,Monday,ladygaga,does this thing go to the moon? https://t.co/cEntXUpi2g,4279,2441,0.0165,0.8361,0.1474,0.1309,Neutral,0.8361
t01547,2013-10-03 01:19:00,2013-10-03,2013-10,2013,1,Thursday,jimmyfallon,“@davidagreco: @jimmyfallon What do you not like (besides mayonnaise)?” Mushrooms.,213,70,0.2567,0.7089,0.0343,-0.2224,Neutral,0.7089
t01548,2016-08-29 16:11:00,2016-08-29,2016-08,2016,16,Monday,kimkardashian,I'm so happy we met!!! Can't wait to see you soon! https://t.co/rRHEWgUyjl,23639,3050,0.0022,0.0053,0.9925,0.9902,Positive,0.9925
t01549,2016-12-25 18:45:00,2016-12-25,2016-12,2016,18,Sunday,twitter,The block. The shot. The rematch. Tune into ABC and watch @Warriors and @Cavs exchange gifts on Christmas Day.… https://t.co/HkLRzxZApy,1008,241,0.0032,0.7042,0.2926,0.2895,Neutral,0.7042
t01550,2017-01-04 00:33:00,2017-01-04,2017-01,2017,0,Wednesday,rihanna,"Navy, get a chance at prizes from #FENTYXPUMA, Dior, and more when you donate to the @ClaraLionelFdn until tomorrow… https://t.co/jYvbcKpYiT",19754,4520,0.0043,0.3468,0.6489,0.6445,Positive,0.6489
t01551,2015-03-06 19:11:00,2015-03-06,2015-03,2015,19,Friday,barackobama,LIVE: President Obama is participating in a town hall at @BenedictEDU about youth opportunities. http://t.co/l1rEKQHzkY,827,406,0.0035,0.7287,0.2678,0.2644,Neutral,0.7287
t01552,2015-09-19 00:44:00,2015-09-19,2015-09,2015,0,Saturday,kimkardashian,Me and my boys 😜 http://t.co/hIh3aO9OkY,4421,752,0.0048,0.2301,0.7651,0.7603,Positive,0.7651
t01553,2015-03-26 20:55:00,2015-03-26,2015-03,2015,20,Thursday,barackobama,"""Wall Street reform, what we passed five years ago, is protecting working families and taxpayers."" —President Obama",1111,391,0.0074,0.1264,0.8662,0.8587,Positive,0.8662
t01554,2015-05-20 02:40:00,2015-05-20,2015-05,2015,2,Wednesday,britneyspears,Just two #PrettyGirls having the best time shooting a video… ❤ you @IGGYAZALEA!! http://t.co/2btYHasMBF,6225,2964,0.0024,0.0071,0.9905,0.988,Positive,0.9905
t01555,2015-10-22 17:47:00,2015-10-22,2015-10,2015,17,Thursday,theellenshow,"Happy #ThrowbackThursday, @AndyLassner. I hope you’re ready for this year's Halloween. https://t.co/n5Px9ESs5a",1577,392,0.0014,0.0107,0.9879,0.9864,Positive,0.9879
t01556,2016-02-04 22:26:00,2016-02-04,2016-02,2016,22,Thursday,shakira,Thank you so much for all these sweet videos you guys sent me for my birthday! I love u! Thanks for inspiring me! https://t.co/fyYxdoFiXB,2339,595,0.0032,0.0055,0.9914,0.9882,Positive,0.9914
t01557,2016-03-16 22:11:00,2016-03-16,2016-03,2016,22,Wednesday,twitter,"We'll never hear ""avocado"" the same way again 😂 https://t.co/SO5oDcBmAI https://t.co/6PhCzxwbeV",2148,1010,0.4947,0.405,0.1003,-0.3944,Negative,0.4947
t01558,2014-09-03 15:08:00,2014-09-03,2014-09,2014,15,Wednesday,jimmyfallon,Tonight: @blakeshelton is here to talk and perform! Plus @timheidecker & @ericwareheim are stopping by. #FallonTonight,949,220,0.0019,0.4479,0.5502,0.5483,Positive,0.5502
t01559,2015-12-14 15:39:00,2015-12-14,2015-12,2015,15,Monday,jimmyfallon,"Fun show tonight! Tina Fey, @danedehaan, music from @_KennyRogers and #12DaysOfChristmasSweaters continues! #FallonTonight",1625,303,0.0015,0.0169,0.9817,0.9802,Positive,0.9817
t01560,2012-02-29 02:44:00,2012-02-29,2012-02,2012,2,Wednesday,shakira,It didn't take us long before we started dancing! Shak http://t.co/vKgskyB9,470,890,0.006,0.1558,0.8382,0.8322,Positive,0.8382
t01561,2014-11-06 11:02:00,2014-11-06,2014-11,2014,11,Thursday,katyperry,Michael Jackson always in deez Aussie streets http://t.co/xRi3VpmRZJ,7335,3986,0.0155,0.7472,0.2373,0.2219,Neutral,0.7472
t01562,2015-02-11 00:04:00,2015-02-11,2015-02,2015,0,Wednesday,britneyspears,"Donate $250 and receive a limited edition V-Day tee, a teddy bear, and my Fantasy perfume ❤ Spread the love here: http://t.co/PnKubxP6iz",1843,1825,0.0025,0.0763,0.9213,0.9188,Positive,0.9213
t01563,2014-07-02 21:39:00,2014-07-02,2014-07,2014,21,Wednesday,rihanna,Her Majesty http://t.co/pWb7zzvCXD,21992,9163,0.0189,0.785,0.1961,0.1772,Neutral,0.785
t01564,2016-11-04 14:41:00,2016-11-04,2016-11,2016,14,Friday,youtube,@scotthoying Please tell us what it’s like to be that close to perfection. 👑🐝,414,47,0.0114,0.121,0.8677,0.8563,Positive,0.8677
t01565,2015-10-17 17:20:00,2015-10-17,2015-10,2015,17,Saturday,barackobama,"In the weekly address, President Obama discusses the steps needed to fix our criminal justice system. http://t.co/TIkMUi58f5",1477,628,0.02,0.8644,0.1155,0.0955,Neutral,0.8644
t01566,2017-01-10 23:16:00,2017-01-10,2017-01,2017,23,Tuesday,theellenshow,Who knew living in a trashcan made you such a grouch? @SesameStreet https://t.co/lj1H1IJlnp,2243,233,0.6555,0.3134,0.0312,-0.6243,Negative,0.6555
t01567,2015-03-12 19:37:00,2015-03-12,2015-03,2015,19,Thursday,barackobama,Who will take home the title of #ChampionDenier? Vote now: http://t.co/hFWKz1uKEf http://t.co/l8TGDshzIg,1275,745,0.0063,0.8863,0.1074,0.1011,Neutral,0.8863
t01568,2015-10-21 01:28:00,2015-10-21,2015-10,2015,1,Wednesday,ddlovato,@elisamaria103 see you in new york!!!,2722,1559,0.0022,0.1804,0.8174,0.8153,Positive,0.8174
t01569,2011-05-26 16:52:00,2011-05-26,2011-05,2011,16,Thursday,cristiano,I am proud to have so many great fans. Thank you to everyone that showed their support this season. I enjoy reading... http://say.ly/yMvmeE,330,571,0.0028,0.0074,0.9898,0.987,Positive,0.9898
t01570,2016-10-07 19:27:00,2016-10-07,2016-10,2016,19,Friday,theellenshow,"I was so moved by Jamie’s story, that the whole audience got a huge surprise. https://t.co/ASx6jlbJQc https://t.co/FkCqQAh6Je",1915,217,0.0024,0.0117,0.9858,0.9834,Positive,0.9858
t01571,2016-07-25 21:12:00,2016-07-25,2016-07,2016,21,Monday,youtube,Can you go from @jtimberlake’s “Can’t Stop the Feeling” to @Drake’s “Energy?” https://t.co/dZcGOlZtdm https://t.co/1CZOOTlYJ8,597,83,0.0118,0.9018,0.0864,0.0747,Neutral,0.9018
t01572,2016-08-07 20:07:00,2016-08-07,2016-08,2016,20,Sunday,arianagrande,"#IntoYou top 10 on iTunes today!!! thank you, babies. I'm so happy you're enjoying this album & single. ♡ https://t.co/JrWOuZL1Xj ♡",36153,13434,0.0018,0.0067,0.9915,0.9896,Positive,0.9915
t01573,2013-01-09 09:48:00,2013-01-09,2013-01,2013,9,Wednesday,rihanna,Let's play big bank take lil bank,1119,3026,0.0534,0.6574,0.2892,0.2359,Neutral,0.6574
t01574,2016-06-24 19:05:00,2016-06-24,2016-06,2016,19,Friday,twitter,"On #TakeYourDogToWorkDay, what's the best job for a 🐶 ?",892,348,0.0113,0.5782,0.4105,0.3992,Neutral,0.5782
t01575,2015-01-27 13:51:00,2015-01-27,2015-01,2015,13,Tuesday,twitter,"New! Use Direct Messages to speak privately with a group of up to 20 people. Share Tweets, show emoji & be yourself. https://t.co/8giGhC6OO0",3124,4943,0.0102,0.7801,0.2097,0.1996,Neutral,0.7801
t01576,2016-08-21 13:52:00,2016-08-21,2016-08,2016,13,Sunday,cnnbrk,"Lou Pearlman, who managed *NSYNC and the Backstreet Boys, dies in prison at age 62. https://t.co/9Ma04jvTPy https://t.co/iX5kt6I2GI",487,521,0.2168,0.7584,0.0249,-0.1919,Neutral,0.7584
t01577,2015-11-26 15:15:00,2015-11-26,2015-11,2015,15,Thursday,cristiano,"Whenever visiting #Madeira, don’t miss a visit to Funchal Marketplace “Mercado dos Lavradores” #visitmadeira https://t.co/QDxiGDfBju",11532,2812,0.0024,0.1618,0.8358,0.8334,Positive,0.8358
t01578,2015-01-21 17:41:00,2015-01-21,2015-01,2015,17,Wednesday,barackobama,It's #BigBlockOfCheeseDay: Check out the schedule of White House staff answering your questions. http://t.co/g2EKBztnvL,1181,565,0.0039,0.6211,0.3751,0.3712,Neutral,0.6211
t01579,2013-12-13 04:42:00,2013-12-13,2013-12,2013,4,Friday,britneyspears,Just saw the first cut from my documentary. Excited for y’all to see it on Dec 22 on @eonline,1828,1356,0.0012,0.0176,0.9812,0.98,Positive,0.9812
t01580,2016-08-18 17:30:00,2016-08-18,2016-08,2016,17,Thursday,instagram,A (sort of) synchronized summer splash #WHPsymmetry https://t.co/gPakpq7xnW,765,118,0.0061,0.8305,0.1634,0.1573,Neutral,0.8305
t01581,2016-07-23 07:47:00,2016-07-23,2016-07,2016,7,Saturday,katyperry,@yourperrydise for receipts of course. 💅🏼,2387,642,0.0301,0.3632,0.6067,0.5765,Positive,0.6067
t01582,2015-11-30 02:01:00,2015-11-30,2015-11,2015,2,Monday,kimkardashian,KUWTK starts NOW!!!,2320,669,0.0033,0.1918,0.8049,0.8016,Positive,0.8049
t01583,2014-02-19 04:50:00,2014-02-19,2014-02,2014,4,Wednesday,britneyspears,@biggfrog One of the best :),477,244,0.0041,0.0119,0.984,0.9799,Positive,0.984
t01584,2016-09-20 21:19:00,2016-09-20,2016-09,2016,21,Tuesday,theellenshow,This bar saves lives. This lady loves it. https://t.co/M3YfEuw4xi #LaughDancePartner,1107,141,0.0035,0.0145,0.982,0.9785,Positive,0.982
t01585,2015-09-03 13:59:00,2015-09-03,2015-09,2015,13,Thursday,selenagomez,"Eat, sleep, dance and sing all day long in my leggings. @adidasneolabel #adidasneo http://t.co/Me8I1k7tYF",44440,20200,0.004,0.2198,0.7762,0.7722,Positive,0.7762
t01586,2011-02-10 23:01:00,2011-02-10,2011-02,2011,23,Thursday,selenagomez,�/Just found out I got nominated for 2 Kids Choice Awards and Wizards got nominated too!! Ahhhhhhh so blessed!... http://fb.me/TXPNqh0J,512,1665,0.0041,0.0145,0.9814,0.9773,Positive,0.9814
t01587,2013-09-14 22:03:00,2013-09-14,2013-09,2013,22,Saturday,selenagomez,Until neXt time Germany 💋 http://t.co/QxNy3f4Zrk,6562,8766,0.0049,0.2621,0.733,0.7282,Positive,0.733
t01588,2016-11-05 01:30:00,2016-11-05,2016-11,2016,1,Saturday,arianagrande,she really picked maps smh https://t.co/QApuCe3zup,21716,6214,0.734,0.2461,0.0199,-0.714,Negative,0.734
t01589,2015-10-13 18:11:00,2015-10-13,2015-10,2015,18,Tuesday,katyperry,🙅🏻when they try and serve you a guinea pig sandwich🙅🏻 More highlights here: http://t.co/Yn9C6kNC18 http://t.co/EIiUa0RyW8,15673,6638,0.5402,0.4268,0.033,-0.5072,Negative,0.5402
t01590,2014-04-07 00:51:00,2014-04-07,2014-04,2014,0,Monday,shakira,Shak's about to hit the stage at the @ACMawards /Shak a punto de pisar el escenario en los premios @ACMawards ShakHQ http://t.co/3K3t7nbsLs,3176,1302,0.0031,0.7621,0.2348,0.2317,Neutral,0.7621
t01591,2016-01-07 18:34:00,2016-01-07,2016-01,2016,18,Thursday,kimkardashian,KIMOJI meeting today! Have some exciting things coming up & surprises for you! What do you guys want to see?,5790,903,0.0013,0.0264,0.9723,0.9711,Positive,0.9723
t01592,2016-12-08 18:57:00,2016-12-08,2016-12,2016,18,Thursday,theellenshow,It’s Day 12 of 12 Days. It seems like we’re nearing the end. This could be your last chance to win. https://t.co/eHpzsH5nV1,2276,338,0.061,0.6259,0.3131,0.2521,Neutral,0.6259
t01593,2012-11-02 02:19:00,2012-11-02,2012-11,2012,2,Friday,britneyspears,@Diamondkwhite Keep your head up sweetie. U are so talented & I know this isn't the last time we'll see you. Follow your dream! Xo,582,1168,0.0039,0.0127,0.9833,0.9794,Positive,0.9833
t01594,2016-01-22 07:57:00,2016-01-22,2016-01,2016,7,Friday,justinbieber,It's coming #PURPOSETOUR,135206,97107,0.005,0.3515,0.6435,0.6386,Positive,0.6435
t01595,2015-06-27 20:37:00,2015-06-27,2015-06,2015,20,Saturday,selenagomez,Thanks for supporting the #GoodForYou video and song on @applemusic this week. Love you guys! http://t.co/6uWomqid5m http://t.co/2R1HhVE4rU,33567,19697,0.0026,0.008,0.9894,0.9868,Positive,0.9894
t01596,2016-02-29 09:59:00,2016-02-29,2016-02,2016,9,Monday,ladygaga,"Thank you for standing next to me on stage. Thank you for all the things you said, for listening… https://t.co/Ib9IuUx7AC",13930,5117,0.0025,0.0664,0.931,0.9285,Positive,0.931
t01597,2014-05-05 20:34:00,2014-05-05,2014-05,2014,20,Monday,shakira,Coming soon…/// Muy pronto... #darevideo ShakHQ http://t.co/CAn0uyzWzN,1832,1207,0.005,0.7583,0.2366,0.2316,Neutral,0.7583
t01598,2016-03-03 01:45:00,2016-03-03,2016-03,2016,1,Thursday,instagram,Getting an insider’s View of the U.S. presidential election with @BretBaier https://t.co/zURmRplOni https://t.co/GelWFc1HuM,994,172,0.008,0.9228,0.0692,0.0612,Neutral,0.9228
t01599,2013-05-07 00:50:00,2013-05-07,2013-05,2013,0,Tuesday,rihanna,"Me ""what's the time?"" @JennnRosales ""it's about that time"" #777",922,1187,0.0127,0.8573,0.1299,0.1172,Neutral,0.8573
t01600,2016-12-14 14:02:00,2016-12-14,2016-12,2016,14,Wednesday,twitter,We're making it easier for you to share what's happening in your world. Now you can #GoLive on Twitter!… https://t.co/H4FLIRVSau,10714,5031,0.0018,0.1588,0.8394,0.8376,Positive,0.8394
t01601,2015-10-09 17:24:00,2015-10-09,2015-10,2015,17,Friday,theellenshow,"These sorority girls may have spent the whole time at my show takings selfies, but at least I was in ‘em. http://t.co/V4nve9MJAd",5008,818,0.105,0.5781,0.3169,0.2119,Neutral,0.5781
t01602,2016-02-24 20:16:00,2016-02-24,2016-02,2016,20,Wednesday,jimmyfallon,My friend’s hometown has an annual event where people put beds on wheels and race them. #MyHometownIsWeird,3641,517,0.5488,0.4101,0.0411,-0.5077,Negative,0.5488
t01603,2016-04-20 23:04:00,2016-04-20,2016-04,2016,23,Wednesday,arianagrande,she's actually going to murder me for reposting that but it's the funniest shit I've ever seen sorry mama love you,33614,13637,0.3075,0.1555,0.5371,0.2296,Positive,0.5371
t01604,2014-07-02 23:39:00,2014-07-02,2014-07,2014,23,Wednesday,katyperry,It's no coincidence that it's UFO day AND @ferras's birthday today! Happy birthday freak! 👽 http://t.co/D9ZK0m9ote,5332,2790,0.0019,0.0112,0.9869,0.985,Positive,0.9869
t01605,2015-09-22 21:25:00,2015-09-22,2015-09,2015,21,Tuesday,barackobama,Get your camera ready—this is your chance to meet President Obama. Enter now: http://t.co/0oV4SDhmTC http://t.co/RSAOEK6By5,1770,551,0.0025,0.1701,0.8273,0.8248,Positive,0.8273
t01606,2015-10-24 06:58:00,2015-10-24,2015-10,2015,6,Saturday,kimkardashian,Crew love #BALMAINARMY #HappyBirthdayOlivier https://t.co/zUZBXpZhGp,5640,1313,0.0024,0.0183,0.9793,0.9769,Positive,0.9793
t01607,2015-07-07 03:27:00,2015-07-07,2015-07,2015,3,Tuesday,justinbieber,Look https://t.co/Jt6f8burWB,83341,72263,0.0325,0.7782,0.1892,0.1567,Neutral,0.7782
t01608,2014-09-12 17:00:00,2014-09-12,2014-09,2014,17,Friday,ladygaga,"White & Gold, Thank you Cavalli #TelAviv Touchdown http://t.co/fO2YIKDvou",2806,1821,0.003,0.0998,0.8972,0.8943,Positive,0.8972
t01609,2016-01-07 02:04:00,2016-01-07,2016-01,2016,2,Thursday,ddlovato,@laurensbottom it's perfect! I wish there was more compassion in the world,4012,2669,0.0279,0.0334,0.9387,0.9108,Positive,0.9387
t01610,2012-10-23 20:44:00,2012-10-23,2012-10,2012,20,Tuesday,britneyspears,@BarackObama You have swagg! :) http://t.co/cycJfy05,629,1404,0.0022,0.0258,0.972,0.9697,Positive,0.972
t01611,2014-06-01 11:19:00,2014-06-01,2014-06,2014,11,Sunday,cristiano,"Hey guys, check out the new cool wallpapers on my website. http://t.co/MGroCC4ZQO",2943,1663,0.0014,0.0307,0.9679,0.9665,Positive,0.9679
t01612,2015-10-22 02:28:00,2015-10-22,2015-10,2015,2,Thursday,arianagrande,"new rule..... if i ever say ""soon"" again... you'll know it's 10 or less days away.... 🙊👼🙊👼 https://t.co/hNNXl6b0LR",17303,8297,0.1027,0.7232,0.1741,0.0714,Neutral,0.7232
t01613,2012-01-14 05:59:00,2012-01-14,2012-01,2012,5,Saturday,selenagomez,A mans best friend? More like a girls best friend. http://t.co/2XqwApDB,3122,6896,0.3761,0.5729,0.0509,-0.3252,Neutral,0.5729
t01614,2016-03-25 08:00:00,2016-03-25,2016-03,2016,8,Friday,cristiano,Delighted to wear these!☝⚽ Get exclusive @nikefootball product in the Nike Football App! https://t.co/tXAjIBbTCZ https://t.co/u6ID0ug3BM,21709,4231,0.0013,0.0113,0.9874,0.9861,Positive,0.9874
t01615,2016-04-16 15:25:00,2016-04-16,2016-04,2016,15,Saturday,instagram,The Week on Instagram | 231 https://t.co/kgCr7fZo1Z https://t.co/4mQsuz1aPk,1236,258,0.0064,0.9403,0.0533,0.0469,Neutral,0.9403
